"filename","failed_anlysis","CHATTY_SERVICE","CHATTY_SERVICE_imp","CYCLIC_DEPENDENCY","CYCLIC_DEPENDENCY_imp","DATA_SERVICE","DATA_SERVICE_imp","DEAD_COMPONENT","DENSE_STRUCTURE","MESSAGE_CHAIN","MESSAGE_CHAIN_imp","SHARED_PERSISTENCY","STRICT_LAYER_VIOLATION","DUPLICATION","HUB_LIKE_MODULARIZATION","WEAKEND_MODULARITY","DOCUMENTATION","LAZY_COMPONENT","CHATTY_SERVICE_ns","CHATTY_SERVICE_imp_ns","CYCLIC_DEPENDENCY_ns","CYCLIC_DEPENDENCY_imp_ns","DATA_SERVICE_ns","DATA_SERVICE_imp_ns","DEAD_COMPONENT_ns","DENSE_STRUCTURE_ns","MESSAGE_CHAIN_ns","MESSAGE_CHAIN_imp_ns","SHARED_PERSISTENCY_ns","STRICT_LAYER_VIOLATION_ns","DUPLICATION_ns","HUB_LIKE_MODULARIZATION_ns","WEAKEND_MODULARITY_ns","DOCUMENTATION_ns","LAZY_COMPONENT_ns","nodes","edges","file_size_bytes"
"SMAG V7.2_transformed.graphml","0","0","0","1","1","1","1","1","0","0","0","0","1","1","1","1","1","0","9189200","979800","9020500","11562200","8955400","868700","10017900","8885100","8856700","970400","8763700","8887900","242033800","1961293800","2380752700","9352300","8870800","662","356","1418426"
"SMAG V7_transformed.graphml","0","0","0","1","1","1","1","1","0","0","0","0","1","1","1","1","1","0","9253100","961000","9091000","11428900","9201300","951800","10064500","8879200","8941100","1042200","9017600","9010700","245839500","1959718300","2378522300","9406000","8990200","662","356","1418426"
"SMAG8_transformed.graphml","0","0","0","1","1","0","0","1","1","0","0","0","0","1","1","1","1","0","16006000","941600","8951300","12664800","8831400","836000","8699400","8715300","8628400","905900","8510300","8514200","17788600","312009200","365650000","9200300","8590000","71","75","228778"
"smava_transformed.graphml","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","10862300","869300","14716900","8818400","9109100","790800","8540100","8634800","8598700","770000","8549200","8601600","16742400","8800000","8633600","8500300","8585300","5","5","14957"
"Social Network_transformed.graphml","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","8687700","934200","8503500","8521300","8679600","792100","8512000","8545200","8500800","888600","8593800","8519600","16461200","8565900","8648900","8580100","8516500","9","10","26716"
"Social Web Service_transformed.graphml","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","8661300","882500","8577500","8702100","8581500","819700","9446900","8577500","8536600","863700","8483800","8472400","16495600","40196600","39717300","8601900","8480300","10","12","30787"
"solr_transformed.graphml","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","8573500","830100","9417000","8499000","8572400","794700","8586300","8700500","8548300","804500","8542600","8480400","20515100","8695600","8748600","8671500","8540400","10","2","17562"
"solution-to-be-simple_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8704100","801100","8473800","8474400","8695000","817200","8502900","8531500","8554500","766200","8513700","8670000","16382200","39667000","39752700","8647700","8538900","7","6","19438"
"solution-to-be_transformed.graphml","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","1","0","0","11022200","1189700","14436800","8865400","9083600","883600","8552800","8632300","8772300","953800","8590100","8633500","16627900","272369700","272646100","8700200","9609100","24","42","90452"
"Sovrin Framework Architecture Reference Model (SOVRIN ARM)_transformed.graphml","0","0","0","0","1","0","0","1","0","0","0","0","1","1","1","1","1","0","8688300","766800","8674400","9462800","8630500","739600","8920000","8632500","8602700","760600","8527100","8813800","26983600","596013300","601221200","9108000","8864800","170","128","443891"
"Sovrin Governance Framework Architecture Reference Model (SOVRIN ARM)2_transformed.graphml","0","0","0","0","1","0","0","1","0","0","0","0","1","1","1","1","1","0","8774700","885800","8821800","9885600","8817400","872600","9371700","8895200","8652200","819000","8925600","8989400","57422600","597644500","605058400","9760100","8653500","270","139","619277"
"Sovrin Governance Framework Architecture Reference Model (SOVRIN ARM)3_transformed.graphml","0","0","0","0","1","0","0","1","0","0","0","0","1","1","1","1","1","0","8753500","819200","8737400","9769700","8804600","904500","9212900","8730300","8687700","796000","8579900","8865000","45955000","597190600","607041900","9254800","8702600","254","139","592651"
"Sovrin Governance Framework Architecture Reference Model (SOVRIN ARM)_transformed.graphml","0","0","0","0","1","0","0","1","0","0","0","0","1","1","1","1","1","0","8673000","830200","8786100","9590300","8970800","904000","9161700","8698100","8693900","861600","8573500","8985100","33974600","596253100","601899100","9033900","8643100","212","139","525139"
"SOVRIN-ARM_transformed.graphml","0","0","0","0","1","0","0","1","1","0","0","0","1","1","1","1","1","0","23719600","1064400","8917800","9963100","8731200","786000","8580500","8721400","8532000","754200","8491700","8819400","18616200","595706900","606133500","8896700","8598200","85","128","307236"
"Special Case_transformed.graphml","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","8638400","769700","8468500","8512700","8500600","704900","8441900","8709600","8433400","717400","8537100","8468700","16765900","203937000","225368500","8559000","8483900","19","20","52694"
"Sustainable patterns_transformed.graphml","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","8769900","911900","8612700","8933100","8784800","929000","8824200","8585100","8586000","889000","8585500","8693000","34667400","572286200","884208800","9744100","8778300","224","139","498913"
"Table Data Gateway_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8941000","915700","8802200","8905400","8794400","844400","8498500","8703400","8674800","851600","8580300","8538100","16376800","8692400","8746300","8551700","8554100","0","0","1329"
"Table Module_transformed.graphml","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","8569000","797600","8530400","8433500","8516900","694600","8567800","8614900","8571500","783600","10917400","8497400","16718200","8703800","8818600","8498400","8478200","6","0","9755"
"Tembea_transformed.graphml","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","8970700","899400","8491700","8576400","8616100","1004000","8537300","8554600","8576600","879200","8495500","8496700","16684200","8617300","8674600","8657900","8542800","24","21","62471"
"Template View_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8645100","759600","8474000","8477100","8476800","696800","8493200","8573200","8595300","758300","8541600","8474500","16396900","8629500","8596500","8509200","8516000","0","0","1329"
"Test Data_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8766200","758600","8480300","8545400","8631900","816900","8458500","8710900","8554400","778400","8475000","8541700","16519200","24186000","39689700","8565000","8499100","2","1","5720"
"Test DeleteHandler_transformed.graphml","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","8603600","756200","8443300","8461200","8585100","713500","8536700","8684900","8547600","757800","8554000","8491900","16848000","24278500","39865700","8621000","8531100","13","3","23247"
"Test Model_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8658300","745800","8455000","8520100","8490300","698400","8481900","8737500","8584500","792500","8509700","8482300","16389500","24201600","39672200","8663500","8646500","2","1","5759"
"test-doc_transformed.graphml","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","8628000","767400","8476200","8499100","8484000","742600","8462800","8510500","8459100","724500","8440500","8505500","16410500","8658900","8594200","8498000","8499400","1","0","3122"
"Test1_transformed.graphml","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","8588300","830900","8420500","8499900","8684400","872400","8528000","8567700","8561100","824600","8704000","8498900","16430100","8651900","8640100","8507800","8550500","8","6","20277"
"Test6a_transformed.graphml","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","0","0","9279800","797800","8724100","8749000","8733800","892400","8728000","8930200","8687100","818500","8504100","8508900","17136600","210092700","213537400","8808200","8704700","35","26","88598"
"Test6d_transformed.graphml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Test6e_transformed.graphml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"testbed-jarchi-scripts_transformed.graphml","0","0","0","0","1","1","1","1","0","0","0","0","0","1","0","1","0","0","8741100","834700","8521100","8655500","8602400","826100","8573800","8533500","8745800","836800","8603600","8945900","17183800","110362500","164793300","8621700","8492700","51","26","105542"
"testFindReplace_transformed.graphml","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","8651100","803700","8449200","8493900","8479800","691900","8497400","8705000","8577400","767800","8511200","8469100","16764400","9251500","8581200","8477800","10922900","4","1","8450"
"The application layer coordinates the work between contexts_transformed.graphml","0","0","0","1","1","0","0","0","1","0","0","0","0","1","0","1","1","0","8626500","737600","8651100","8757200","8527000","736600","8455800","8751800","8749700","817000","8598400","8559100","18123500","398010600","396866200","8638400","8551300","41","81","159529"
"TOOP Architecture1_transformed.graphml","0","0","0","1","1","0","0","1","0","0","0","0","0","1","1","1","0","0","8943600","1003200","9363500","11393700","8783400","805500","9105000","8693600","8800500","954700","8808300","8851400","62210800","1381792800","1372880800","8710300","8672900","297","211","694229"
"TOOP Architecture2_transformed.graphml","0","0","0","1","1","0","0","1","0","0","0","0","0","1","1","1","0","0","8862800","947000","9366900","11341100","8789800","851000","9144800","8714700","8646700","900800","8909700","9284000","63071500","1379640500","1372059300","8678000","8803900","297","211","694229"
"TOOP Architecture_transformed.graphml","0","0","0","1","1","0","0","1","1","0","0","0","0","1","1","1","0","0","8738300","852700","9100700","10629900","8716500","825700","8792700","8618700","8591600","848500","8586200","8802300","25227300","1053158300","1055395700","8740300","8639700","185","183","501086"
"TOOP Trust & Technical Architecture_transformed.graphml","0","0","0","1","1","0","0","1","0","0","0","0","0","1","1","1","0","0","8772100","795300","9158200","11006800","8754800","820100","8872800","8674600","8761900","850500","8942500","8812600","35301300","783701700","787568900","8789800","8597600","196","142","462415"
"toop-framework_transformed.graphml","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","8721800","807900","8504200","8774800","8672700","844200","9139500","8687200","8641000","929600","8683300","8652400","16504300","187258700","209981000","8543900","8530300","16","17","46290"
"toop-goopra-2-3_transformed.graphml","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","0","0","9026100","964000","9010800","9451900","8932700","904100","9793300","8822200","8810500","947700","8853400","8821300","824634500","1693663500","1728425000","8847100","8761200","519","271","1083951"
"TOOP-GOOPRA_transformed.graphml","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","1","0","0","8913400","861800","10939100","14078000","9235700","924200","10206600","8885300","8858200","927400","8803900","9022700","428199000","2353591500","2384200100","8810800","8844500","448","354","1095932"
"TOOP-RefModel_transformed.graphml","0","0","0","0","1","0","0","1","1","0","0","0","0","1","0","1","0","0","8738600","793400","8794400","8764900","8690500","843800","8574300","8648200","8611900","761800","8525500","8571600","16803400","178883600","179140100","8654500","8552500","20","19","54571"
"Topcalc_transformed.graphml","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","1","0","0","8578200","772300","8634400","9183400","8527800","732800","8514300","8720300","8590700","739800","8467600","8478700","16449600","101731800","102081200","8682600","8522200","10","13","32611"
"Transaction Script_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10770900","841000","15730700","9298400","8662000","818500","8951500","8621000","8508500","736100","8492700","8562700","16384500","8557300","8568100","8538500","8445600","0","0","1329"
"Transform View_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8534600","759400","8429500","8507100","8510500","674600","8475200","9665200","8503700","774300","8507400","8444700","16383300","8594700","8736600","8532000","8460000","0","0","1329"
"Tutorial ArchiMate_transformed.graphml","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","10858200","876700","14849400","8728100","8734000","1060600","10268300","8562600","9339500","774800","8459900","8517400","16359300","8857200","8479600","8971600","8941700","6","0","10883"
"Two Step View_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10777700","812000","15497800","8691400","8636500","753000","8842200","8643900","8476300","727900","8472500","8436500","17030700","8623900","8523000","8583800","8469300","0","0","1329"
"Types of consistency_transformed.graphml","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","10770200","829700","14671300","9014800","8995900","791700","8649500","8564200","8597300","786700","8531500","8623400","16829300","59742800","55268100","8555900","8517100","26","21","63816"
"Unit of Work_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10823800","929200","15820100","8664500","8657800","783300","8889300","8644400","8523300","712600","8491600","8440400","16311600","8628100","8650700","8486600","8499200","0","0","1329"
"V2_transformed.graphml","0","0","0","0","1","0","0","0","1","0","0","1","0","1","0","1","0","0","10836600","895700","14604400","9633500","8971000","785200","8567400","8626700","8585000","780400","8714300","8529700","16680000","210203800","211619400","8591100","8526800","20","36","76887"
"Value Object_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10882200","857500","15526900","8734100","8710300","974600","8893700","8712600","8561400","806300","8548800","8543300","16485200","8642500","8549800","8505200","8451900","0","0","1329"
"Web Application_transformed.graphml","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","10889800","1091000","14401400","8667300","9399200","864500","8447100","8615800","8578100","947400","8568100","8621500","16580100","8629000","8713400","8561300","8547100","9","10","26728"
"Web Service Application_transformed.graphml","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","8832600","990400","8719800","9002600","8669700","789700","8469900","8518500","8575400","924300","8470200","8472800","16604100","40512700","39933600","8990800","8485000","14","18","43868"
"Web Service_transformed.graphml","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","10842100","1092100","14674400","8750000","9070400","906700","8576700","8576200","8497800","838100","8481300","8509800","16649900","39707400","39960400","8528200","8479500","10","12","30675"
"web-resources_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11298900","820600","14555400","8656500","8938600","789700","8583400","8707700","8627900","766800","8489800","8514100","17260100","8718500","8643300","8521800","8470400","7","6","19308"
"wfmc_reference_architecture_transformed.graphml","0","0","0","0","1","0","0","0","1","0","0","0","0","1","1","1","0","0","10947900","971800","14457700","8837800","8947900","892700","8667200","8703800","8736000","826900","8612900","8474700","16673700","225660700","225832200","8661700","8579700","28","44","98796"
"wm-system_transformed.graphml","0","0","0","1","1","0","0","1","1","0","0","1","0","1","1","1","0","0","16491400","966400","9144100","8921400","9133400","872400","8538700","8553300","8532100","839500","8721500","8495700","17869200","359403300","473516400","8711100","8574100","49","56","140152"
"Xerofone_transformed.graphml","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","11623500","816200","14855300","8700400","8710700","773700","8772200","8562500","8556600","745500","8533300","8582500","16522600","8673900","8602600","8489100","8462700","9","0","13787"
"Yodata_transformed.graphml","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","8609200","768100","8517900","8446300","8670500","819500","8546300","8554200","8542400","806400","8535800","8623800","16564200","39691100","70643700","8697800","8576100","11","8","28143"
"ZDS 2.0_transformed.graphml","0","0","0","0","1","0","0","1","1","0","0","0","0","1","1","1","0","0","15935400","905800","8802400","9817500","9033400","921900","8654800","8567900","8552600","843800","8593500","8586600","17593200","337313600","335171900","8607900","8601100","52","92","193808"
